COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,й╩дёи╥,дс╢q,дHдf▒Kл╫,з▀╛iдё,з▀еодё,з▀ж╤дё,ж╤д╞л№╝╞,╕ъо╞о╔╢б
66000,╗Oддел,66000020,кF░╧,66000020-014,┤Iеxи╜,102.43,2.16,37400.88,42.59,12.58,30.01,238.46,109Y09M
66000,╗Oддел,66000020,кF░╧,66000020-015,┤Iдпи╜,98.33,2.36,25120.84,41.97,13.8,28.17,204.21,109Y09M
66000,╗Oддел,66000020,кF░╧,66000020-016,кFлHи╜,95.08,2.85,10820.06,36.03,18.94,17.09,90.2,109Y09M
66000,╗Oддел,66000020,кF░╧,66000020-017,кFн^и╜,97.52,2.78,10679.66,30.29,14.27,16.02,112.32,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-001,л░╢ки╜,94.68,2.41,18824.06,45.33,15.59,29.75,190.83,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-002,░ъе·и╜,91.6,2.4,19097.5,40.5,13.71,26.8,195.53,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-003,лnк∙и╜,93.83,2.32,11697.18,41.48,14.58,26.9,184.56,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-004,╝w╕qи╜,93.33,2.3,18853.34,32.62,11.82,20.81,176.12,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-005,┐n╡╜и╜,98.26,2.56,3585.87,40.44,12.27,28.18,229.72,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-006,ж┐дtи╜,92.52,2.42,12722.15,36.8,14.25,22.55,158.18,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-007,╖s║aи╜,85.27,2.37,32976.82,36.1,21.67,14.42,66.55,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-008,║╓┐│и╜,91.36,2.66,18098.23,36.55,14.58,21.96,150.63,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-009,║╓ени╜,93.09,2.65,19221.1,34.19,15.4,18.79,121.96,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-010,йMени╜,90.68,2.4,15798.64,32.32,18.03,14.29,79.22,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-011,е├┐│и╜,90.39,2.6,21904.15,29.42,18.59,10.84,58.31,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-012,╛Ё╕qи╜,89.68,2.77,15847.29,34.85,23.54,11.3,48.01,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-013,╛Ё╝wи╜,90.42,2.49,9336.06,27.44,16.81,10.63,63.23,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-014,жшдtи╜,88.47,2.7,17640.83,35.62,18.53,17.1,92.3,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-015,к°мKи╜,97.73,2.45,9122.81,51.46,17.57,33.89,192.89,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-016,к°║aи╜,99.07,2.63,18466.37,49.13,23.74,25.39,106.93,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-017,║╓╢╢и╜,90.31,2.45,28806.97,33.22,16.05,17.17,106.96,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-018,енйMи╜,96.85,2.71,12708.55,39.48,16,23.48,146.78,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-019,лnйMи╜,94.81,2.33,37487.25,26.12,14.03,12.09,86.16,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-020,е├йMи╜,92.67,2.44,28731.76,33.81,17.21,16.6,96.5,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-021,дu╛╟и╜,88.11,2.59,28764.31,34.77,22.59,12.19,53.95,109Y09M
66000,╗Oддел,66000030,лn░╧,66000030-022,▒Rн█и╜,92.92,2.57,13037.86,34.7,20.95,13.75,65.61,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-001,е┴е═и╜,88,2.66,10946.1,87.46,56.98,30.48,53.5,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-002,зQе┴и╜,94.52,2.79,10276.42,76.24,48.22,28.02,58.12,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-003,дTе┴и╜,103.97,2.15,15807.32,61.36,36.81,24.55,66.71,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-004,кFк@и╜,91.43,2.62,27405.07,50.42,24.39,26.03,106.74,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-005,╝sе┴и╜,91.91,2.51,10391.9,57.08,24.59,32.49,132.1,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-006,енйMи╜,85.43,2.45,13459.44,63.63,39.28,24.35,62.01,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-007,д╜е┴и╜,90.46,2.45,20768.38,43.2,15.62,27.58,176.62,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-008,┬┼┐│и╜,89.1,2.62,19667.66,49.31,24.82,24.49,98.66,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-009,д╜БFи╜,90.29,2.42,18760.67,39.3,16.73,22.57,134.88,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-010,йM└sи╜,98.4,2.36,19317.9,40.51,14.24,26.27,184.47,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-011,е┴└sи╜,92.38,2.33,10348.48,39.07,18.65,20.43,109.53,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-012,лс└sи╜,88.31,2.37,15724.92,50.11,24.09,26.02,108.03,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-013,жw└sи╜,94.82,2.27,9756.55,46.07,16.5,29.57,179.19,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-014,жN└sи╜,88.55,2.52,21304.79,39.09,16.46,22.63,137.47,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-015,к@ени╜,87.39,2.46,24204.71,41.48,16.71,24.77,148.27,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-016,й╛й·и╜,89.73,2.34,17383.21,42.96,17.87,25.1,140.45,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-017,д╜е┐и╜,85.56,2.66,29110.45,37.04,21.52,15.52,72.12,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-018,дgоwи╜,92.17,2.49,16656.81,38.18,16.27,21.9,134.61,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-019,й╛╕█и╜,94.01,2.53,15430.93,43.57,16.35,27.22,166.49,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-020,д╜пqи╜,91.12,2.64,22706.03,44.26,17.77,26.5,149.11,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-021,дд┐│и╜,90.19,2.54,19666.88,44.23,16.97,27.26,160.66,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-022,д╜ени╜,83.35,2.43,29361.33,40.88,20.78,20.1,96.68,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-023,д╜╝wи╜,85.91,2.52,25753.23,38.09,19.28,18.81,97.6,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-024,О{└sи╜,94.27,2.46,14317.61,47.02,17.15,29.87,174.18,109Y09M
66000,╗Oддел,66000040,жш░╧,66000040-025,дjй╛и╜,85.61,2.5,25144.07,39.85,20.23,19.62,96.99,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-001,е·дjи╜,91.27,2.08,16869.5,36.96,12.08,24.88,205.91,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-002,дх▓°и╜,91.15,2.31,20481.35,48.8,13.42,35.38,263.64,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-003,дн▒`и╜,100.76,2.53,6875.51,39.82,16.9,22.92,135.6,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-004,╖s┐│и╜,100.36,2.23,5939.34,46.68,12.38,34.31,277.14,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-005,╖sе_и╜,96.64,2.06,7417.12,52.44,13.19,39.25,297.53,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-006,╝╓н^и╜,94.17,2.15,8522.68,54.39,12.04,42.34,351.58,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-007,└Aз°и╜,96.51,2.54,20980.89,44.37,14.23,30.14,211.83,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-008,л╪жии╜,94.2,2.6,17096.17,30.09,14.32,15.77,110.13,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-009,└Aмwи╜,92.84,2.54,29998.51,37.7,15.52,22.18,142.92,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-010,кў╡╪и╜,91.66,2.37,21182.01,37.7,16.91,20.8,122.99,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-011,кў└sи╜,87.51,2.29,15311.18,43.67,13.84,29.83,215.53,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-012,кЇнэи╜,88.96,2.52,10146.6,43.2,19.25,23.95,124.46,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-013,л╪┐│и╜,90.06,2.48,26619.71,40.64,16.58,24.06,145.12,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-014,│╗нэи╜,87.44,2.38,24281.91,39.3,16.75,22.54,134.55,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-015,┐рнэи╜,100.99,2.1,33966.48,37.36,18.33,19.03,103.8,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-016,┐рз°и╜,89.04,2.3,19471.36,39.44,14.92,24.52,164.38,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-017,и|╝wи╜,91.22,2.42,24347.08,41.38,16.33,25.05,153.42,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-018,▓H╖╛и╜,88.1,2.39,15559.55,41.82,18.63,23.19,124.46,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-019,дд╣Fи╜,97.49,2.59,15959.58,40.62,16,24.62,153.87,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-020,└A▓╗и╜,86.31,2.17,24957.53,39.09,16.49,22.6,137.04,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-021,░╖жци╜,92.08,2.63,16845.33,41.3,19.25,22.05,114.56,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-022,й·╝wи╜,90.05,2.6,21363.13,39.56,18.71,20.86,111.5,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-023,к°лCи╜,86.38,2.58,30430.32,37.44,17.52,19.92,113.67,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-024,┐рй·и╜,84.44,2.46,33196.23,39.12,19.28,19.83,102.85,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-025,┐р┐│и╜,89.27,2.51,27694.35,35.28,18.04,17.25,95.63,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-026,дде┐и╜,94.58,2.56,22568.35,70.65,42.91,27.74,64.64,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-027,д╗жXи╜,96.83,2.16,23400.56,42.07,11.14,30.92,277.48,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-028,дj┤Єи╜,100.58,2.42,20198.08,37.5,10.29,27.21,264.29,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-029,└Aени╜,92.37,2.22,8094.77,44.54,13.67,30.87,225.76,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-030,л╪╝wи╜,90.66,2.61,23668.38,44.16,15.8,28.36,179.47,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-031,▒R╝wи╜,88.41,2.44,23701.47,39.22,16.83,22.39,133.06,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-032,┐рйЇи╜,90.92,2.47,34698.92,33.69,15.44,18.25,118.17,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-033,й·╖sи╜,95.05,2.43,20459.26,39.87,16.67,23.19,139.1,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-034,е▀дHи╜,88.36,2.46,22885.42,33.12,16.97,16.15,95.2,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-035,▒Ўдtи╜,84.97,2.64,29813.91,34.78,20.42,14.36,70.32,109Y09M
66000,╗Oддел,66000050,е_░╧,66000050-036,┐р║╓и╜,87.98,2.56,25495.34,46.59,24.38,22.2,91.06,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-001,жшжwи╜,92.01,2.58,14882.57,37.26,21.85,15.41,70.54,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-002,жш╝[и╜,95.7,2.62,6028.56,40.88,26.17,14.72,56.24,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-003,╝щмvи╜,106.01,2.06,5399.22,28.83,15.33,13.5,88.1,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-004,└s╝ци╜,107.69,3.2,883.89,45.33,22.52,22.8,101.26,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-005,┤fи╙и╜,88.26,2.44,11292.03,44.11,31.3,12.81,40.93,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-006,дWе█и╜,88.94,2.4,35124.56,37.88,26.74,11.14,41.67,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-007,│{е╥и╜,88.77,2.41,21116.23,34.89,18.94,15.94,84.17,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-008,─P╡{и╜,92.83,2.35,4547.67,45.38,14.65,30.73,209.71,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-009,жєжwи╜,88.4,2.54,18205.09,38.94,18.39,20.55,111.75,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-010,жєнэи╜,89.16,2.48,26976.17,36.2,17.24,18.96,110.02,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-011,дjкeи╜,96.83,3.01,8056.23,39.06,18.08,20.98,116.01,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-012,дjе█и╜,93.71,2.29,4867.24,51.17,13.56,37.61,277.38,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-013,дj║╓и╜,91.01,2.54,29812.3,40.6,15.51,25.08,161.69,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-014,дj─Pи╜,89.27,2.56,25368.53,35,15.11,19.89,131.69,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-015,┤фз└и╜,96,2.9,1842.96,35.47,19.7,15.78,80.09,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-016,╝s║╓и╜,99.02,3.67,1410.77,39.33,20.4,18.93,92.77,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-017,кLнэи╜,98.71,3.23,624.21,40.98,24.41,16.57,67.87,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-018,е├жwи╜,95.66,2.56,5763.85,40.31,28.3,12.01,42.43,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-019,║╓жwи╜,93.94,2.65,4426.54,33.97,22.67,11.3,49.83,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-020,иєйMи╜,98.4,2.69,830.7,33.42,18.86,14.56,77.24,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-021,жєдпи╜,92.47,2.62,16560.16,33.95,16.75,17.2,102.66,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-022,жє╝wи╜,89.96,2.66,22651.54,31.09,14.96,16.13,107.79,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-023,жє╖╜и╜,90.49,2.73,28501.88,31.7,14.5,17.19,118.57,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-024,жшени╜,91.74,2.48,9180.48,39.39,20.94,18.44,88.06,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-025,жєлnи╜,86.48,2.49,22085.3,34.79,16.51,18.28,110.7,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-026,ж▄╡╜и╜,86.22,2.54,22782.34,30.42,18.48,11.95,64.64,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-027,дWжwи╜,90.42,2.45,34005.96,32.94,21.9,11.04,50.42,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-028,дW╝wи╜,89.35,2.63,26325.01,35.36,16.86,18.5,109.71,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-029,│{║╓и╜,92.96,2.65,19788.57,33.33,18.8,14.52,77.23,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-030,жєй·и╜,90.7,2.64,21617.15,37,15.82,21.19,133.95,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-031,жєжии╜,86.17,2.54,28712.35,34.71,18.04,16.67,92.39,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-032,жє║╓и╜,92.89,2.64,26482.51,39.23,16.78,22.45,133.82,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-033,║╓йMи╜,98.59,2.95,6499.17,29.94,16.44,13.5,82.09,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-034,║╓дди╜,91.94,2.8,21041.1,29.71,16.86,12.85,76.22,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-035,║╓ожи╜,92.09,2.49,4413.58,30.12,17.83,12.29,68.93,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-036,║╓┴pи╜,91.31,2.43,2032.3,37.99,26.81,11.18,41.68,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-037,║╓╖чи╜,88.66,2.61,17453.87,37.45,26.68,10.77,40.38,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-038,║╓кLи╜,88.58,2.63,16088.03,38.32,26.31,12.02,45.69,109Y09M
66000,╗Oддел,66000060,жшд┘░╧,66000060-039,║╓╢ои╜,88.48,2.66,28180.24,39.32,27.49,11.84,43.07,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-001,лnд┘и╜,89.02,2.75,28738.03,39.51,26.05,13.46,51.65,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-002,┬╫╝╓и╜,93.89,2.71,5457.8,33.33,18.26,15.07,82.5,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-003,╖м╛Ёи╜,98.19,2.84,4131.88,33.64,17.27,16.37,94.78,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-004,ддйMи╜,100.04,3.06,7132.95,38.26,16.87,21.39,126.76,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-005,мKк└и╜,106.02,2.3,1097.66,29.7,13.44,16.26,120.98,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-006,мKжwи╜,96.72,2.13,5280.22,28.33,13.69,14.64,106.96,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-007,дхдsи╜,94.21,2.53,3163.35,33.13,25.11,8.03,31.97,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-008,╖sе═и╜,92.52,2.08,1301.76,30.99,19.32,11.66,60.37,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-009,е├йwи╜,93.61,2.73,7823.28,34.53,21.93,12.6,57.44,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-010,дTнэи╜,86.16,2.79,22068.02,33.37,24.6,8.78,35.68,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-011,╖╛сYи╜,85.52,2.72,16359.67,41.65,25.82,15.83,61.34,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-012,е╨д▀и╜,93.89,2.73,15317.35,36.57,21.17,15.39,72.69,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-013,╛дй·и╜,94.06,2.69,14610.87,50.75,18.2,32.55,178.86,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-014,┬эени╜,117.82,2.96,642.02,39.07,13.23,25.84,195.33,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-015,дjжPи╜,89.25,2.71,26572.73,37.94,19.61,18.32,93.41,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-016,дхд▀и╜,89.18,2.66,31995.62,40.83,24.49,16.34,66.75,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-017,жPд▀и╜,87.46,2.56,31528.94,34.57,19.56,15.01,76.72,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-018,жVд▀и╜,99.07,2.38,20913.63,33.04,18.93,14.12,74.59,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-019,дj╕█и╜,85.38,2.4,24855,33.27,17.72,15.55,87.74,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-020,дj┐│и╜,91.29,2.82,21705.44,37.56,22.12,15.43,69.76,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-021,дj╖~и╜,84.98,2.72,27546.54,37.72,22.8,14.91,65.4,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-022,┤fдди╜,86.15,2.66,17764.74,39.4,26.99,12.41,45.96,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-023,─_дsи╜,94.16,2.48,1834.26,32.97,22.4,10.58,47.23,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-024,дTйMи╜,84.83,2.65,31912.81,32.78,24.48,8.3,33.91,109Y09M
66000,╗Oддел,66000070,лnд┘░╧,66000070-025,дT╕qи╜,85.78,2.67,19639.92,34.77,24.8,9.98,40.23,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-001,е_┐│и╜,91.74,2.53,8630.45,40.52,13.26,27.26,205.52,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-002,е_д┘и╜,87.96,2.49,33459.21,31.66,13.39,18.27,136.5,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-003,дTе·и╜,87.98,2.6,23908.65,35.21,16.36,18.85,115.25,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-004,ене╨и╜,90.49,2.58,33318.37,33.46,17.12,16.34,95.43,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-005,енйMи╜,83.75,2.6,21800.49,35.15,21.42,13.72,64.05,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-006,кFе·и╜,91.79,2.59,18542.13,35.23,14.37,20.86,145.1,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-007,┬┬к└и╜,90.42,2.65,2960.83,34.26,17.48,16.78,96.01,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-008,дЇ┤║и╜,95.51,2.82,6988.26,39.77,24.59,15.18,61.76,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-009,нxе\и╜,93.58,2.96,6106.83,40.19,23.45,16.74,71.37,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-010,йMени╜,92.81,2.84,5246.35,43.4,29.03,14.37,49.5,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-011,кFдsи╜,100.25,2.94,356.8,46.83,18.45,28.38,153.8,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-012,е┴мFи╜,115.86,3.18,114.85,47.36,19.31,28.04,145.22,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-013,б╜дlи╜,89.64,2.4,5090.04,40.29,31.22,9.06,29.03,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-014,дjз|и╜,100.65,3.01,312.83,36.92,14.05,22.88,162.85,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-015,е┴╝wи╜,108.35,2.71,131.57,42.2,15.74,26.46,168.1,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-016,кQж╦и╜,86.52,2.67,22858.12,37.66,22.64,15.02,66.33,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-017,дпйMи╜,101.92,2.44,5409.32,35.07,18.06,17.01,94.2,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-018,дпм№и╜,89.63,2.78,6458.32,44.05,31.65,12.4,39.17,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-019,е|е┴и╜,97.5,3.22,7969.67,46.07,22.65,23.42,103.4,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-020,жZ╔▄и╜,89.33,2.75,11153,32.62,16.75,15.87,94.73,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-021,жP║aи╜,97.47,2.86,3042.18,34.58,15.45,19.13,123.82,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-022,дп╖Rи╜,89.47,2.46,7695.7,42.28,12.69,29.58,233.02,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-023,дЇ┘їи╜,93.5,2.63,16150.71,37.65,14.18,23.47,165.49,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-024,│пени╜,91.05,2.71,31235.92,32.1,15.42,16.68,108.19,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-025,╖sени╜,91.87,2.59,5120.46,40.17,14.67,25.5,173.87,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-026,енжwи╜,93.92,2.6,24370.01,38.3,16.31,21.99,134.79,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-027,ен╢╢и╜,87.22,2.59,42768.89,35.14,17.91,17.23,96.21,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-028,ен╝wи╜,86.96,2.53,27084.96,39.24,21.37,17.87,83.59,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-029,кQжwи╜,88.14,2.76,30882.45,34.38,17.58,16.8,95.53,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-030,кQнZи╜,94.1,2.7,32148.52,30.88,13.5,17.37,128.66,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-031,дj╝wи╜,95.12,2.81,24310.54,34.98,14.32,20.67,144.35,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-032,кQ▒jи╜,89.68,2.68,11118.22,37.48,25.68,11.81,45.97,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-033,кQлiи╜,93.72,2.83,32556.19,31.45,14.37,17.08,118.83,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-034,е_и╩и╜,94.8,2.64,16714.67,42.34,16.03,26.31,164.16,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-035,енд▀и╜,85.5,2.48,34818.01,34.13,18.47,15.66,84.79,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-036,ен║╓и╜,86.4,2.68,28539.34,36.34,18.56,17.78,95.8,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-037,кQйMи╜,91.43,2.81,34264.74,34.05,17.26,16.78,97.23,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-038,ен╢зи╜,88.34,2.73,19457.45,34.24,18.91,15.34,81.11,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-039,ен┐│и╜,87.48,2.56,34207.05,29.35,16.13,13.22,81.92,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-040,енйўи╜,89.8,2.52,16827.19,36.79,14.92,21.87,146.58,109Y09M
66000,╗Oддел,66000080,е_д┘░╧,66000080-041,дTйMи╜,90.59,2.67,21827.73,33.38,14.7,18.68,127.12,109Y09M
