縣市代碼,縣市名稱,鄉鎮市區,學校代碼,學校名稱,班級數7年級,班級數8年級,班級數9年級,學生數7年級男,學生數7年級女,學生數8年級男,學生數8年級女,學生數9年級男,學生數9年級女,學生數,上學年男畢業生,上學年女畢業生,男專任教師,女專任教師,男職員,女職員
1,新北市,板橋區,11323,私立光仁高中附設國中部,8,9,9,151,112,156,135,172,145,871,179,149,-,-,-,-
1,新北市,中和區,11324,私立竹林高中附設國中部,10,8,8,221,152,170,128,152,116,939,173,147,-,-,-,-
1,新北市,新店區,11325,私立及人高中附設國中部,1,2,1,20,12,32,15,22,17,118,33,22,-,-,-,-
1,新北市,三峽區,11329,私立辭修高中附設國中部,8,9,8,196,123,223,122,193,108,965,171,148,-,-,-,-
1,新北市,林口區,11330,私立林口康橋高中附設國中部,6,6,8,133,111,118,127,134,113,736,51,58,-,-,-,-
1,新北市,瑞芳區,11399,私立時雨高中附設國中部,7,7,7,213,127,228,150,220,108,1046,245,133,-,-,-,-
1,新北市,板橋區,14302,市立海山高中附設國中部,29,29,29,476,432,429,403,422,384,2546,393,421,-,-,-,-
1,新北市,三重區,14311,市立三重高中附設國中部,7,7,8,70,81,79,76,93,101,500,112,90,-,-,-,-
1,新北市,永和區,14315,市立永平高中附設國中部,11,11,10,140,148,153,118,145,133,837,176,180,-,-,-,-
1,新北市,樹林區,14322,市立樹林高中附設國中部,12,13,13,165,159,167,151,186,166,994,186,197,-,-,-,-
1,新北市,三峽區,14326,市立明德高中附設國中部,12,9,7,174,115,120,106,94,79,688,101,82,-,-,-,-
1,新北市,汐止區,14332,市立秀峰高中附設國中部,13,14,13,223,156,188,195,212,180,1154,196,147,-,-,-,-
1,新北市,金山區,14338,市立金山高中附設國中部,5,6,6,59,60,65,64,70,67,385,68,70,-,-,-,-
1,新北市,新店區,14343,市立安康高中附設國中部,9,9,9,107,111,125,101,115,115,674,87,87,-,-,-,-
1,新北市,雙溪區,14347,市立雙溪高中附設國中部,3,3,4,32,25,34,33,34,34,192,27,30,-,-,-,-
1,新北市,石碇區,14348,市立石碇高中附設國中部,2,2,3,15,8,26,12,29,21,111,24,22,-,-,-,-
1,新北市,新莊區,14353,市立丹鳳高中附設國中部,23,23,23,389,354,378,342,394,354,2211,341,348,-,-,-,-
1,新北市,土城區,14356,市立清水高中附設國中部,15,16,17,202,157,193,188,226,205,1171,229,191,-,-,-,-
1,新北市,蘆洲區,14357,市立三民高中附設國中部,15,16,17,192,186,230,193,240,205,1246,212,208,-,-,-,-
1,新北市,中和區,14362,市立錦和高中附設國中部,18,19,18,230,212,235,258,236,200,1371,260,220,-,-,-,-
1,新北市,板橋區,14363,市立光復高中附設國中部,9,8,9,108,120,113,101,130,109,681,109,112,-,-,-,-
1,新北市,淡水區,14364,市立竹圍高中附設國中部,7,7,7,124,86,117,90,99,72,588,109,97,-,-,-,-
1,新北市,三峽區,14381,市立北大高中附設國中部,4,4,4,57,73,56,68,65,67,386,67,64,-,-,-,-
1,新北市,貢寮區,14399,市立豐珠中學附設國中,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
1,新北市,汐止區,14468,市立樟樹國際實創高中附設國中部,7,7,7,93,85,100,77,98,104,557,97,110,-,-,-,-
1,新北市,板橋區,14501,市立板橋國中,16,16,15,228,163,234,172,233,198,1228,208,185,27,88,3,7
1,新北市,板橋區,14503,市立重慶國中,19,18,20,226,260,210,247,274,267,1484,202,253,35,96,1,13
1,新北市,板橋區,14504,市立江翠國中,18,18,19,239,241,209,219,235,237,1380,194,236,40,104,3,10
1,新北市,板橋區,14505,市立中山國中,29,30,30,473,425,485,496,499,458,2836,419,415,57,153,1,13
1,新北市,板橋區,14506,市立新埔國中,12,10,11,159,146,131,118,137,127,818,150,155,19,67,4,7
1,新北市,新莊區,14507,市立新莊國中,24,25,24,347,303,305,325,333,293,1906,333,300,46,132,2,10
1,新北市,新莊區,14508,市立新泰國中,19,17,21,255,219,241,183,255,237,1390,274,230,36,106,2,10
1,新北市,新莊區,14509,市立福營國中,20,18,17,278,199,308,224,242,207,1458,238,237,52,91,3,11
1,新北市,新莊區,14510,市立頭前國中,14,14,14,188,174,171,174,169,179,1055,202,204,25,80,1,10
1,新北市,三重區,14512,市立光榮國中,8,9,12,94,76,120,89,119,103,601,121,112,16,54,2,7
1,新北市,三重區,14513,市立明志國中,19,19,20,249,192,268,241,303,223,1476,255,232,39,102,4,9
1,新北市,三重區,14514,市立碧華國中,14,12,14,198,162,161,148,156,187,1012,196,172,32,64,2,10
1,新北市,永和區,14516,市立永和國中,34,36,33,484,462,515,465,500,418,2844,456,478,58,193,1,13
1,新北市,永和區,14517,市立福和國中,29,29,27,374,403,361,407,346,322,2213,336,342,57,148,1,12
1,新北市,中和區,14518,市立中和國中,13,12,14,162,144,146,151,159,166,928,180,159,28,72,1,11
1,新北市,中和區,14519,市立積穗國中,10,11,12,123,116,156,128,139,147,809,146,130,26,56,3,6
1,新北市,中和區,14520,市立漳和國中,9,13,12,91,97,140,99,109,120,656,118,119,23,66,2,8
1,新北市,鶯歌區,14521,市立鶯歌國中,21,20,19,273,238,261,268,266,253,1559,232,253,41,105,2,10
1,新北市,樹林區,14523,市立柑園國中,3,3,4,32,45,33,29,43,42,224,53,44,7,21,-,7
1,新北市,土城區,14524,市立土城國中,20,18,18,331,282,260,261,261,239,1634,240,224,34,106,-,10
1,新北市,三峽區,14525,市立三峽國中,22,19,20,310,265,284,244,280,261,1644,222,233,49,100,3,10
1,新北市,八里區,14527,市立八里國中,5,5,6,61,64,59,48,59,49,340,63,61,12,32,-,8
1,新北市,泰山區,14528,市立泰山國中,8,10,8,124,93,111,140,115,91,674,115,105,22,45,-,7
1,新北市,五股區,14529,市立五股國中,13,13,15,165,122,183,144,179,166,959,174,166,24,79,1,10
1,新北市,蘆洲區,14530,市立蘆洲國中,20,22,24,295,246,284,257,329,286,1697,284,325,38,120,2,11
1,新北市,林口區,14531,市立林口國中,19,16,16,278,281,263,254,286,222,1584,272,219,36,92,1,9
1,新北市,汐止區,14533,市立汐止國中,8,10,9,82,77,112,109,107,107,594,125,103,23,46,2,7
1,新北市,淡水區,14534,市立淡水國中,11,9,13,135,119,126,98,157,127,762,122,116,24,65,1,9
1,新北市,三芝區,14536,市立三芝國中,6,6,7,61,76,76,70,76,78,437,78,84,19,30,3,5
1,新北市,石門區,14537,市立石門實驗國中,2,2,2,20,14,17,7,17,15,90,9,14,4,18,2,1
1,新北市,萬里區,14539,市立萬里國中,2,3,2,16,14,27,12,25,22,116,26,29,6,17,1,5
1,新北市,坪林區,14540,市立坪林實驗國中,2,2,3,17,10,26,17,16,17,103,21,10,9,15,-,2
1,新北市,新店區,14541,市立文山國中,9,8,9,98,89,121,76,123,77,584,124,91,16,53,2,7
1,新北市,新店區,14542,市立五峰國中,13,13,13,149,138,195,137,137,143,899,186,162,21,77,4,7
1,新北市,瑞芳區,14544,市立瑞芳國中,6,6,6,66,56,69,74,64,80,409,58,79,23,28,1,8
1,新北市,瑞芳區,14545,市立欽賢國中,2,2,2,2,4,15,8,9,9,47,21,11,10,11,2,2
1,新北市,貢寮區,14546,市立貢寮國中,2,2,2,16,13,17,10,17,10,83,18,24,9,12,1,3
1,新北市,深坑區,14549,市立深坑國中,6,6,5,67,61,75,74,75,53,405,88,84,17,27,1,7
1,新北市,平溪區,14550,市立平溪國中,2,2,2,3,6,14,5,7,11,46,6,10,10,16,3,2
1,新北市,烏來區,14551,市立烏來國中(小),1,1,1,5,3,6,9,9,5,37,5,9,5,11,1,5
1,新北市,板橋區,14552,市立溪崑國中,21,23,24,305,289,343,317,356,304,1914,315,302,60,102,2,11
1,新北市,中和區,14554,市立自強國中,9,9,11,121,116,117,112,134,112,712,132,118,25,47,-,8
1,新北市,土城區,14555,市立中正國中,21,20,22,253,266,272,244,285,269,1589,250,286,41,107,2,10
1,新北市,泰山區,14558,市立義學國中,16,18,19,228,208,260,193,274,202,1365,218,209,38,88,3,9
1,新北市,新莊區,14559,市立中平國中,21,22,23,356,310,353,327,345,301,1992,286,287,41,116,2,9
1,新北市,鶯歌區,14560,市立鳳鳴國中,6,6,7,72,60,81,68,85,66,432,80,75,20,29,3,6
1,新北市,三重區,14561,市立三和國中,29,28,29,389,372,358,379,359,365,2222,354,403,59,135,-,14
1,新北市,鶯歌區,14565,市立尖山國中,5,5,6,76,48,63,56,68,58,369,70,52,13,30,1,5
1,新北市,淡水區,14566,市立正德國中,20,20,19,251,263,297,249,294,251,1605,270,261,39,102,2,11
1,新北市,三峽區,14567,市立安溪國中,9,8,9,114,92,106,107,107,112,638,137,111,22,46,2,7
1,新北市,樹林區,14569,市立育林國中,11,10,11,149,131,121,115,145,130,791,159,143,32,45,1,8
1,新北市,汐止區,14570,市立青山國中(小),6,6,6,90,65,87,70,71,63,446,70,56,15,31,1,9
1,新北市,林口區,14571,市立崇林國中,15,15,14,200,199,205,187,186,188,1165,180,163,24,78,1,8
1,新北市,三重區,14572,市立二重國中,7,9,12,98,64,112,76,135,100,585,131,103,26,44,2,7
1,新北市,板橋區,14573,市立大觀國中,13,12,12,169,152,146,146,139,144,896,140,139,24,65,1,6
1,新北市,樹林區,14574,市立三多國中,11,12,11,163,123,165,143,167,133,894,157,143,31,54,3,6
1,新北市,板橋區,14575,市立忠孝國中,10,10,11,116,119,120,112,136,100,703,128,133,23,55,2,7
1,新北市,蘆洲區,14576,市立鷺江國中,22,21,19,281,304,278,307,279,252,1701,257,230,37,116,2,7
1,新北市,樹林區,14577,市立桃子腳國中(小),7,7,7,118,94,117,96,112,118,655,97,108,16,36,-,11
1,新北市,林口區,14579,市立佳林國中,9,9,8,131,96,125,103,109,94,658,120,117,22,44,3,5
1,新北市,新店區,14580,市立達觀國中(小),10,10,10,131,105,148,113,131,142,770,125,103,22,53,3,9
2,宜蘭縣,員山鄉,21301,私立慧燈高中附設國中部,8,9,9,206,111,217,123,215,120,992,251,160,-,-,-,-
2,宜蘭縣,壯圍鄉,21310,私立中道高中附設國中部,3,3,3,59,39,45,40,56,30,269,60,39,-,-,-,-
2,宜蘭縣,南澳鄉,24322,縣立南澳高中附設國中部,3,3,3,18,29,32,24,31,22,156,40,35,-,-,-,-
2,宜蘭縣,冬山鄉,24325,縣立慈心華德福教育實驗高中附設國中,4,3,3,50,40,40,36,40,35,241,36,31,-,-,-,-
2,宜蘭縣,宜蘭市,24501,縣立宜蘭國中,5,6,8,61,70,71,75,98,99,474,68,78,18,32,1,7
2,宜蘭縣,宜蘭市,24502,縣立中華國中,11,12,12,149,148,178,153,179,140,947,170,162,24,59,1,8
2,宜蘭縣,宜蘭市,24503,縣立復興國中,15,14,16,196,218,182,191,207,228,1222,240,226,41,80,4,8
2,宜蘭縣,羅東鎮,24504,縣立羅東國中,18,20,19,255,243,256,259,250,230,1493,271,264,48,94,1,12
2,宜蘭縣,羅東鎮,24505,縣立東光國中,7,7,8,91,93,95,92,98,118,587,101,116,24,34,2,6
2,宜蘭縣,羅東鎮,24506,縣立國華國中,13,13,15,186,173,177,179,187,209,1111,222,184,42,63,2,8
2,宜蘭縣,頭城鎮,24507,縣立頭城國中,7,6,8,76,88,96,70,92,84,506,114,102,29,27,3,5
2,宜蘭縣,蘇澳鎮,24508,縣立蘇澳國中,5,3,4,42,32,35,35,49,46,239,63,51,19,11,5,3
2,宜蘭縣,蘇澳鎮,24509,縣立文化國中,6,6,6,78,76,74,70,96,71,465,83,63,22,24,2,6
2,宜蘭縣,蘇澳鎮,24510,縣立南安國中,1,1,2,10,12,9,14,13,17,75,26,22,7,6,2,1
2,宜蘭縣,三星鄉,24511,縣立三星國中,4,5,4,52,33,73,47,55,38,298,40,43,14,22,3,5
2,宜蘭縣,礁溪鄉,24512,縣立礁溪國中,5,6,5,62,63,70,66,60,54,375,61,83,12,29,3,5
2,宜蘭縣,礁溪鄉,24513,縣立吳沙國中,2,3,3,26,15,21,27,31,31,151,28,23,12,11,-,5
2,宜蘭縣,冬山鄉,24514,縣立冬山國中,4,5,5,46,49,65,42,56,63,321,57,69,13,24,2,6
2,宜蘭縣,冬山鄉,24515,縣立順安國中,3,3,4,39,28,35,22,49,48,221,36,41,10,18,1,6
2,宜蘭縣,五結鄉,24516,縣立五結國中,3,4,4,29,35,50,31,46,38,229,46,53,12,19,1,6
2,宜蘭縣,五結鄉,24517,縣立興中國中,2,2,2,20,17,15,18,16,16,102,22,24,5,12,-,3
2,宜蘭縣,五結鄉,24518,縣立利澤國中,2,3,3,33,19,28,30,28,29,167,24,28,11,11,1,6
2,宜蘭縣,員山鄉,24519,縣立員山國中,4,5,4,38,43,41,45,52,40,259,50,53,13,22,1,6
2,宜蘭縣,員山鄉,24520,縣立內城國中(小),2,2,2,17,13,19,13,26,21,109,16,17,7,12,2,6
2,宜蘭縣,壯圍鄉,24521,縣立壯圍國中,4,5,6,50,43,53,51,60,57,314,63,58,12,29,4,4
2,宜蘭縣,大同鄉,24523,縣立大同國中,1,1,1,4,11,7,10,6,15,53,9,4,8,2,1,2
2,宜蘭縣,宜蘭市,24524,縣立凱旋國中,6,6,5,77,70,69,88,70,56,430,80,79,11,33,1,7
2,宜蘭縣,頭城鎮,24526,縣立人文國中(小),2,2,2,16,10,7,11,11,8,63,18,7,10,6,-,-
3,桃園市,龍潭區,31301,私立桃園市漢英高中附設國中部,1,1,1,8,5,8,8,5,9,43,4,1,-,-,-,-
3,桃園市,平鎮區,31310,私立六和高中附設國中部,11,11,11,268,243,256,227,265,212,1471,276,184,-,-,-,-
3,桃園市,平鎮區,31311,私立復旦高中附設國中部,12,12,12,321,244,315,250,320,245,1695,316,226,-,-,-,-
3,桃園市,楊梅區,31312,私立治平高中附設國中部,8,8,8,198,152,213,147,188,165,1063,166,140,-,-,-,-
3,桃園市,桃園區,31313,私立振聲高中附設國中部,9,9,9,230,202,210,221,238,192,1293,212,204,-,-,-,-
