宗教團體名稱,主管機關,主祀神祇,縣市,行政區,村里,地址,教　別,完整地址,X,Y
德福宮,彰化縣政府,三山國王,彰化縣,彰化縣竹塘鄉,田頭村,彰化縣竹塘鄉田頭村光明路溪北巷8號,道教,彰化縣竹塘鄉田頭村9鄰光明路溪北巷8號,193656.82,2636503.899
順天宮,彰化縣政府,三山國王,彰化縣,彰化縣埔鹽鄉,埔南村,彰化縣埔鹽鄉埔南村9鄰埔菜路49-1號,道教,彰化縣埔鹽鄉埔南村9鄰埔菜路49之1號,197089.049,2654354.129
廣靈宮,彰化縣政府,三山國王,彰化縣,彰化縣竹塘鄉,內新村,彰化縣竹塘鄉洛陽路內新村10號之1,道教,彰化縣竹塘鄉內新村2鄰洛陽路10號,187862.499,2637547.162
廣萬宮,彰化縣政府,三山國王,彰化縣,彰化縣竹塘鄉,新廣村,彰化縣竹塘鄉新廣村光明路新庄巷29號,道教,彰化縣竹塘鄉新廣村14鄰光明路新庄巷29號,191491.543,2637522.39
三清宮,彰化縣政府,三山國王,彰化縣,彰化縣竹塘鄉,竹塘村,彰化縣竹塘鄉竹塘村仁愛街65之1號,道教,彰化縣竹塘鄉竹塘村1鄰仁愛街65號之1,191668.97,2640015.271
南天宮,彰化縣政府,三山國王,彰化縣,彰化縣竹塘鄉,竹元村,彰化縣竹塘鄉竹元村東陽路一段大崙巷42號,道教,彰化縣竹塘鄉竹元村10鄰東陽路一段大崙巷42號,191126.579,2639337.89
三山國王祀,彰化縣政府,三山國王,彰化縣,彰化縣社頭鄉,社頭村,彰化縣社頭鄉社頭村員集路二段252號,道教,彰化縣社頭鄉社頭村15鄰員集路二段252號,208018.633,2643939.93
沛霖宮,彰化縣政府,三山國王,彰化縣,彰化縣田尾鄉,海豐村,彰化縣田尾鄉海豐村中正路三段271號,道教,彰化縣田尾鄉海豐村4鄰中正路三段271號,199153.736,2646081.017
廣安宮,彰化縣政府,三山國王,彰化縣,彰化縣員林市,中山里,彰化縣員林市中山里光明街269號,道教,彰化縣員林市中山里12鄰光明街269號,206415.049,2650323.649
大安宮,彰化縣政府,三山國王,彰化縣,彰化縣埔鹽鄉,打廉村,彰化縣埔鹽鄉打廉村埔打路2號,道教,彰化縣埔鹽鄉打廉村2鄰埔打路2號,198851.489,2652773.71
甘霖宮,彰化縣政府,三山國王,彰化縣,彰化縣永靖鄉,永北村,彰化縣永靖鄉永北村永福路一段8號,道教,彰化縣永靖鄉永北村9鄰永福路一段6號,203320.111,2646359.018
廣寧宮,彰化縣政府,三山國王,彰化縣,彰化縣員林市,光明里,彰化縣員林市光明里中正路360號,道教,彰化縣員林市光明里16鄰中正路360號,206575.29,2650284.439
永安宮,彰化縣政府,三山國王,彰化縣,彰化縣永靖鄉,永東村,彰化縣永靖鄉永東村永靖街75號,道教,彰化縣永靖鄉永東村10鄰永靖街75號,203826.991,2646387.958
鎮安宮,彰化縣政府,三山國王,彰化縣,彰化縣彰化市,永生里,彰化縣彰化市永生里民族路444號,道教,彰化縣彰化市永生里19鄰民族路440號,203251.81,2663486.819
同霖宮,彰化縣政府,三山國王,彰化縣,彰化縣永靖鄉,同安村,彰化縣永靖鄉同安村永福路一段500號,道教,彰化縣永靖鄉同安村1鄰永福路一段500號,202358.698,2646717.134
鹿港三山國王廟,彰化縣政府,三山國王,彰化縣,彰化縣鹿港鎮,順興里,彰化縣鹿港鎮順興里中山路276號,道教,彰化縣鹿港鎮順興里1鄰中山路272號,192413.709,2661387.529
霖興宮,彰化縣政府,三山國王,彰化縣,彰化縣埔心鄉,舊館村,彰化縣埔心鄉舊館村員鹿路四段226號,道教,彰化縣埔心鄉舊舘村10鄰員鹿路四段226號,201667.39,2649353.93
三仙國王廟,彰化縣政府,三山國王,彰化縣,彰化縣溪州鄉,三圳村,彰化縣溪州鄉三圳村莊內巷47號,道教,彰化縣溪州鄉三圳村2鄰莊內巷46之1號,198728.178,2636679.45
福安宮,彰化縣政府,三山國王,彰化縣,彰化縣彰化市,東興里,彰化縣彰化市東興里旭光路28巷10號,道教,彰化縣彰化市東興里12鄰旭光路28巷10號,203897.38,2663496.75
社頭鄉枋橋頭鎮安宮,彰化縣政府,三山國王,彰化縣,彰化縣社頭鄉,橋頭村,彰化縣社頭鄉橋頭村員集路三段413號,道教,彰化縣社頭鄉橋頭村10鄰員集路三段413號,207445.114,2645695.225
西安宮,彰化縣政府,三山國王,彰化縣,彰化縣溪湖鎮,西勢里,彰化縣溪湖鎮西勢里彰水路西勢巷36號,道教,彰化縣溪湖鎮西勢里6鄰彰水路西勢巷33之3號,196735.94,2647519.64
廣霖宮,彰化縣政府,三山國王,彰化縣,彰化縣永靖鄉,99,彰化縣永靖鄉同安宅段湳墘小段195、196、201號,道教,彰化縣永靖鄉瑚璉村7鄰多福路1之1號,204300.765,2646972.339
霖鳳宮,彰化縣政府,三山國王,彰化縣,彰化縣埔心鄉,芎蕉村,彰化縣埔心鄉芎蕉村員鹿路五段234號,道教,彰化縣埔心鄉芎蕉村16鄰員鹿路五段234號,200756.92,2649693.649
鎮平鎮安宮,彰化縣政府,三山國王,彰化縣,彰化縣田尾鄉,北鎮村,彰化縣田尾鄉北鎮村平和路２段275號,道教,彰化縣田尾鄉北鎮村3鄰平和路二段275號,204526.72,2644032.455
永興宮,彰化縣政府,三山國王,彰化縣,彰化縣永靖鄉,東寧村,彰化縣永靖鄉東寧村永興路二段162號,道教,彰化縣永靖鄉東寧村8鄰永興路二段161之1號,205392.943,2646673.324
霖濟宮,彰化縣政府,三山國王,彰化縣,彰化縣永靖鄉,竹子村,彰化縣永靖鄉竹子村竹中巷41號,道教,彰化縣永靖鄉竹子村7鄰竹中巷41號,199506.59,2646726.31
三山國王廟,彰化縣政府,三山國王,彰化縣,彰化縣花壇鄉,三春村,彰化縣花壇鄉三春村溪埔路2號,道教,彰化縣花壇鄉三春村8鄰溪埔路2號,206118.459,2656461.589
舜天宮,彰化縣政府,"三山國王,天上聖母,玄天上帝",彰化縣,彰化縣永靖鄉,獨鰲村,彰化縣永靖鄉獨鰲村獨鰲路一段139巷1號,道教,彰化縣永靖鄉獨鰲村3鄰獨鰲路一段139巷1號,202322.179,2646118.879
鳳朝宮,彰化縣政府,三位夫人,彰化縣,彰化縣鹿港鎮,玉順里,彰化縣鹿港鎮玉順里復興路656號,道教,彰化縣鹿港鎮玉順里1鄰復興路656號,192126.44,2661833.31
朱玄宮,彰化縣政府,三府千歲,彰化縣,彰化縣福興鄉,二港村,彰化縣福興鄉二港村福正路128巷1號,道教,彰化縣福興鄉二港村1鄰福正路128巷1號,190700.64,2660158.939
朝陽宮,彰化縣政府,三府王爺,彰化縣,彰化縣彰化市,大竹里,彰化縣彰化市大竹里三竹路4號,道教,彰化縣彰化市大竹里4鄰三竹路4號,207357.81,2664560.16
順天宮,彰化縣政府,三府王爺,彰化縣,彰化縣芬園鄉,楓坑村,彰化縣芬園鄉楓林街楓坑村720號,道教,彰化縣芬園鄉楓坑村4鄰楓林街720號,210420.579,2656589.64
天寶宮,彰化縣政府,三府王爺,彰化縣,彰化縣芬園鄉,楓坑村,彰化縣芬園鄉楓坑村大彰路四段747號,道教,彰化縣芬園鄉楓坑村11鄰大彰路四段747號,209479.16,2656762.009
富景宮,彰化縣政府,三府王爺,彰化縣,彰化縣福興鄉,社尾村,彰化縣福興鄉社尾村浮景象12-1號,道教,彰化縣福興鄉社尾村5鄰浮景巷12之1號,194960.35,2658705.689
泰安宮,彰化縣政府,"三府王爺,開山聖王",彰化縣,彰化縣秀水鄉,莊雅村,彰化縣秀水鄉莊雅村秀中街96巷臨42號,道教,彰化縣秀水鄉莊雅村13鄰秀中街96巷42號,199814.32,2658713.007
文聖宮,彰化縣政府,三恩主,彰化縣,彰化縣社頭鄉,新厝村,彰化縣社頭鄉新厝村新興巷1弄2號,道教,彰化縣社頭鄉新厝村3鄰新興巷1弄2號,207141.514,2646977.952
闡陽宮,彰化縣政府,三恩主,彰化縣,彰化縣竹塘鄉,長安村,彰化縣竹塘鄉長安村東陽路二段岳陽巷18號,道教,彰化縣竹塘鄉長安村10鄰東陽路二段岳陽巷18號,187015.88,2638503.149
玉天宮,彰化縣政府,三恩主,彰化縣,彰化縣員林市,三橋里,彰化縣員林市三橋里浮圳路2段214號,道教,彰化縣員林市三橋里6鄰浮圳路二段214號,207417.78,2651475.6
玉清靈道院,彰化縣政府,三清道祖,彰化縣,彰化縣員林市,99,彰化縣員林市山腳路5段312巷300號,道教,彰化縣員林市振興里10鄰山腳路二段446巷12號,209530.84,2649866.04
彰化三清宮,彰化縣政府,三清道祖,彰化縣,彰化縣花壇鄉,岩竹村,彰化縣花壇鄉岩竹村鑛底巷99號,道教,彰化縣花壇鄉岩竹村6鄰鑛底巷99號,206570.45,2660790.91
醒化宮,彰化縣政府,三尊恩主,彰化縣,彰化縣永靖鄉,永南村,彰化縣永靖鄉永南村永西路177巷5弄136-1號,道教,彰化縣永靖鄉永南村4鄰永西路177巷5弄1號,203383.894,2646124.598
謏懿宮,彰化縣政府,三尊恩主,彰化縣,彰化縣永靖鄉,永北村,彰化縣永靖鄉永北村王厝路21巷1號,道教,彰化縣永靖鄉永北村1鄰王厝路21巷1號,203440.514,2647425.208
代天宮,彰化縣政府,三尊恩主,彰化縣,彰化縣員林市,99,彰化縣員林市員水路1段449巷46號,道教,彰化縣員林市崙雅里10鄰員水路一段449巷45號,208816.209,2649591.109
昭聖宮,彰化縣政府,三尊恩主,彰化縣,彰化縣大村鄉,縣大村,彰化縣大村鄉大村村茄苳路一段98號,道教,彰化縣大村鄉大村村9鄰茄苳路一段98號,203664.068,2654646.142
聖覺寺,彰化縣政府,三寶佛,彰化縣,彰化縣芬園鄉,舊社村,彰化縣芬園鄉舊社村彰南路五段889之11號,佛教,彰化縣芬園鄉舊社村2鄰彰南路五段889之11號,210834.12,2659200.189
妙圓禪寺,彰化縣政府,三寶佛,彰化縣,彰化縣彰化市,99,彰化縣彰化市彰南路二段348巷21號,佛教,彰化縣彰化市香山里16鄰彰南路二段348巷21號,207984.82,2664013.649
寶灝禪寺,彰化縣政府,三寶佛,彰化縣,彰化縣秀水鄉,曾厝村,彰化縣秀水鄉曾厝村曾厝巷188號,佛教,彰化縣秀水鄉曾厝村9鄰曾厝巷188號,199932.053,2656995.171
清雲寺,彰化縣政府,三寶佛,彰化縣,彰化縣彰化市,中庄里,彰化縣彰化市中庄里中山路三段41０巷13號,佛教,彰化縣彰化市中庄里6鄰中山路三段410巷13號,205804.78,2664736.689
紫極殿,彰化縣政府,上帝公,彰化縣,彰化縣鹿港鎮,菜園里,彰化縣鹿港鎮菜園里三民路206號,道教,彰化縣鹿港鎮菜園里18鄰三民路205號,192392.57,2660756.45
佛寶精舍,彰化縣政府,千手千眼觀世音菩薩,彰化縣,彰化縣鹿港鎮,廖厝里,彰化縣鹿港鎮廖厝里廖厝巷319號,佛教,彰化縣鹿港鎮廖厝里20鄰廖厝巷319號,196118.92,2663212.399
定覺寺,彰化縣政府,千手千眼觀世音菩薩,彰化縣,彰化縣二水鄉,惠民村,彰化縣二水鄉惠民村1鄰三聖路66號,佛教,彰化縣二水鄉惠民村1鄰三聖路66號,211628.837,2634665.87
紫蓮寺,彰化縣政府,千手千眼觀世音菩薩,彰化縣,彰化縣社頭鄉,99,彰化縣社頭鄉重生路560巷36號,佛教,彰化縣社頭鄉山湖村10鄰重生路560巷36號,210243.07,2643277.109
鎮修禪院,彰化縣政府,千手觀音,彰化縣,彰化縣田中鎮,復興里,彰化縣田中鎮復興里復興路136號,佛教,彰化縣田中鎮復興里10鄰復興路136號,209282.817,2640214.868
石城仔福德廟,彰化縣政府,土地公,彰化縣,彰化縣芬園鄉,茄荖村,彰化縣芬園鄉茄荖村2鄰慶功街295號,道教,彰化縣芬園鄉茄荖村2鄰慶功街295號,214103,2658009.04
黃厝福德祠,彰化縣政府,土地公,彰化縣,彰化縣芬園鄉,99,彰化縣芬園鄉嘉北段1383、1384地號,道教,彰化縣芬園鄉大埔村14鄰大埔路5號之1,211407.459,2658098.669
集興宮,彰化縣政府,土地公,彰化縣,彰化縣員林市,新生里,彰化縣員林市新生里員鹿路210號,道教,彰化縣員林市新生里1鄰員鹿路210號,205578.899,2650410.47
溪尾福德祠,彰化縣政府,土地公,彰化縣,彰化縣芬園鄉,茄荖村,彰化縣芬園鄉茄荖村3鄰慶功街118巷臨218號,道教,彰化縣芬園鄉茄荖村3鄰慶功街118巷218號,213955.5,2658569.35
福德宮,彰化縣政府,土地公,彰化縣,彰化縣溪湖鎮,大突里,彰化縣溪湖鎮大突里大突巷88之1號,道教,彰化縣溪湖鎮大突里1鄰大順街88號,196238.174,2651039.799
福門宮,彰化縣政府,土地公土地婆,彰化縣,彰化縣北斗鎮,大新里,彰化縣北斗鎮大新里大新路180號,道教,彰化縣北斗鎮大新里7鄰大新路175號,206038.434,2638383.179
海埔厝慶安宮,彰化縣政府,大宋太后娘娘,彰化縣,彰化縣鹿港鎮,海埔里,彰化縣鹿港鎮海埔里海埔巷海埔厝段475之1地號,道教,彰化縣鹿港鎮海埔里18鄰工業西七路1之1號,189230.209,2664574.27
