,names,country,town,village,y_bar,x_bar,cof1,cof2,Nb,Nr,Nt
264,蔣允中,新北市,三芝區,古庄里,3.8,10.2,7.010706638,-0.3148,19,22.2704,19
265,趙珮妤,新北市,三芝區,店子里,2.4,6.6,4.296052632,-0.2873,12,14.9532,12
266,蕭云雅,新北市,三芝區,橫山里,2.8,8,5.403174603,-0.3254,14,16.6047,14
267,蕭云雅,新北市,三芝區,錫板里,5.4,13.8,8.572492552,-0.2299,27,37.2879,27
268,趙珮妤,新北市,三重區,五福里,0.2,0.6,0.5,-0.5,1,1,1
269,趙珮妤,新北市,三重區,六福里,1,2.6,1.855263158,-0.3289,5,5.6408,5
270,韓昕頻,新北市,三重區,文化里,0.2,0.6,0.5,-0.5,1,1,1
271,蔣允中,新北市,三重區,永安里,0.4,1.4,1.1875,-0.5625,1.5,2.1111,2
272,蕭云雅,新北市,三重區,永豐里,1,2.4,1.571428571,-0.2381,5,6.5999,5
273,蕭云雅,新北市,三重區,幸福里,1.8,5.4,3.97265625,-0.4023,16.5,9.8749,9
274,韓昕頻,新北市,三重區,信安里,0,0,0,NA,0,0,0
275,趙珮妤,新北市,三重區,培德里,0.6,1.8,1.235294118,-0.3529,3,3.5004,3
276,韓昕頻,新北市,三重區,萬壽里,0.2,0.8,1,-1,1,1,1
277,韓昕頻,新北市,三重區,福星里,0,0,0,NA,0,0,0
278,趙珮妤,新北市,中和區,仁和里,0,0,0,NA,0,0,0
279,蕭云雅,新北市,中和區,文元里,0.2,0.6,0.5,-0.5,0,1,1
280,韓昕頻,新北市,中和區,安平里,1.6,6.4,8,-1,8,8,8
281,韓昕頻,新北市,中和區,秀成里,1.2,2.6,1.939655172,-0.2845,6,6.8178,6
282,韓昕頻,新北市,中和區,秀景里,2.8,9.2,7.864353312,-0.5505,14,14.2858,14
283,趙珮妤,新北市,中和區,秀義里,0,0,0,NA,0,0,0
284,趙珮妤,新北市,中和區,冠穗里,0.4,0.8,1,-0.75,2,1.3333,2
285,韓昕頻,新北市,中和區,南山里,0.2,0.8,1,-1,1,1,1
286,韓昕頻,新北市,中和區,連城里,0.4,1.6,2,-1,2,2,2
287,韓昕頻,新北市,中和區,頂南里,0.2,0.8,1,-1,1,1,1
288,蔣允中,新北市,中和區,景南里,0,0,0,NA,0,0,0
289,蔣允中,新北市,中和區,華南里,0.4,1.4,1.1875,-0.5625,2,2.1111,2
290,韓昕頻,新北市,中和區,華新里,1.4,3.6,2.333333333,-0.2593,7,8.9986,7
291,韓昕頻,新北市,中和區,漳和里,0,0,0,NA,0,0,0
292,蕭云雅,新北市,中和區,興南里,0.4,1.6,2,-1,2,2,2
293,蕭云雅,新北市,平溪區,平湖里,4.2,11,7.898275862,-0.3362,19.4,23.4928,21
294,蕭云雅,新北市,平溪區,南山里,2,6.2,5.733576642,-0.6022,9.5625,9.5211,10
295,蔣允中,新北市,平溪區,望古里,2,4.4,2.936170213,-0.2128,9.3333,13.7978,10
296,蔣允中,新北市,平溪區,嶺腳里,6.2,17.6,12.53625269,-0.36,33.697,34.8229,31
297,蔣允中,新北市,永和區,民族里,0.4,1.2,1,-0.5,2,2,2
298,蔣允中,新北市,永和區,永元里,0,0,0,NA,0,0,0
299,蕭云雅,新北市,永和區,桂林里,0.6,1.2,1,-0.3333,3,3.0003,3
300,蕭云雅,新北市,石碇區,中民里,4.8,11,6.81119403,-0.1828,71,37.2604,24
301,蔣允中,新北市,石碇區,永定里,3.6,8.6,5.574728261,-0.2296,18,24.2802,18
302,趙珮妤,新北市,石碇區,光明里,3.6,9.8,6.445492662,-0.2904,18,22.1952,18
303,蔣允中,新北市,石碇區,潭邊里,5,11.4,7.199828473,-0.193,25,37.3048,25
304,韓昕頻,新北市,汐止區,秀山里,2,4.2,2.541237113,-0.1289,10,19.7148,10
305,趙珮妤,新北市,汐止區,厚德里,2.2,5,2.788235294,-0.1176,11,23.7095,11
306,趙珮妤,新北市,汐止區,復興里,3.2,6.2,3.706730769,-0.0817,19.3333,45.37,16
307,韓昕頻,新北市,汐止區,鄉長里,4.6,11.2,6.779917469,-0.1946,23,34.8403,23
308,蕭云雅,新北市,汐止區,樟樹里,3.2,10.8,10.93023256,-0.7158,16,15.27,16
309,蔣允中,新北市,汐止區,橋東里,1.6,3.2,1.658536585,-0.0183,15.5,90.6304,8
310,趙珮妤,新北市,汐止區,環河里,1.4,3.8,3,-0.4211,17,7.1242,7
311,蔣允中,新北市,汐止區,禮門里,1,3.4,3.907894737,-0.8553,6,4.569,5
312,蕭云雅,新北市,板橋區,介壽里,0.2,0.6,0.5,-0.5,1,1,1
313,蔣允中,新北市,板橋區,永安里,0.6,1.8,1.235294118,-0.3529,3,3.5004,3
314,蕭云雅,新北市,板橋區,松柏里,1.2,2,1.2,0,6.3333,6,6
315,趙珮妤,新北市,板橋區,華江里,0.2,0.8,1,-1,1,1,1
316,蔣允中,新北市,板橋區,福星里,0.2,0.4,0.333333333,-0.3333,1.0001,1.0001,1
317,趙珮妤,新北市,板橋區,懷翠里,2.8,7.6,5.167910448,-0.3116,14,16.5851,14
318,蔣允中,新北市,淡水區,屯山里,4.4,9.6,5.519781719,-0.1166,22,47.3395,22
319,趙珮妤,新北市,淡水區,正德里,2,3.8,2.276162791,-0.0727,10,31.309,10
320,蕭云雅,新北市,淡水區,崁頂里,6.2,13.2,8.537405628,-0.1771,31,48.2067,31
321,趙珮妤,新北市,淡水區,新義里,0.6,1.2,0.857142857,-0.2143,3,3.9997,3
322,趙珮妤,新北市,淡水區,學府里,1.6,4.8,3.439252336,-0.3832,8,8.9751,8
323,蕭云雅,新北市,淡水區,興仁里,2.8,8.8,6.599406528,-0.4318,71,15.2835,14
324,蔣允中,新北市,深坑區,埔新里,2.4,5.2,3.023041475,-0.1198,12,25.2341,12
325,蔣允中,新北市,深坑區,萬福里,2.4,5.6,3.256830601,-0.153,12,21.2865,12
326,蔣允中,新北市,新店區,大豐里,0.6,1.8,1.235294118,-0.3529,3,3.5004,3
327,韓昕頻,新北市,新店區,屈尺里,5.2,13.4,8.363119835,-0.2361,97.6667,35.4219,26
328,蔣允中,新北市,新店區,忠孝里,0,0,0,NA,0,0,0
329,蕭云雅,新北市,新店區,明德里,0,0,0,NA,0,0,0
330,韓昕頻,新北市,新店區,香坡里,2,6.4,5.096774194,-0.4839,18,10.5327,10
331,韓昕頻,新北市,新店區,員潭里,5.166666667,15,8.057575758,-0.1927,31,41.8141,31
332,趙珮妤,新北市,新店區,柴埕里,3.6,9.4,6.046436285,-0.2603,18,23.2287,18
333,趙珮妤,新北市,新店區,新德里,0.2,0.8,1,-1,1,1,1
334,趙珮妤,新北市,新店區,德安里,8,26,20.00866551,-0.4619,40,43.3182,40
335,蕭云雅,新北市,新店區,寶安里,0,0,0,NA,0,0,0
336,蔣允中,新北市,新莊區,八德里,0,0,0,NA,0,0,0
337,韓昕頻,新北市,新莊區,中宏里,0.2,0.8,1,-1,1,1,1
338,韓昕頻,新北市,新莊區,文聖里,0.4,0.6,0.4375,-0.0625,2,7,2
339,蕭云雅,新北市,新莊區,四維里,0.4,1.2,1,-0.5,2,2,2
340,趙珮妤,新北市,新莊區,立人里,0.2,0.8,1,-1,1,1,1
341,趙珮妤,新北市,新莊區,光明里,1,3,2.166666667,-0.3889,5,5.5713,5
342,韓昕頻,新北市,新莊區,和平里,0.4,0.4,0.5,-0.25,2,2,2
343,蔣允中,新北市,新莊區,後港里,0.6,1.8,1.235294118,-0.3529,4,3.5004,3
344,趙珮妤,新北市,新莊區,後德里,2.4,4.8,2.909090909,-0.1061,12,27.4184,12
345,蕭云雅,新北市,新莊區,思源里,1.2,2.8,1.72972973,-0.1892,10.5,9.1423,6
346,蔣允中,新北市,新莊區,思賢里,0.8,2,1.55,-0.375,4,4.1333,4
347,趙珮妤,新北市,新莊區,榮和里,1,2.6,2.695652174,-0.6522,6.5,4.1332,5
348,蕭云雅,新北市,新莊區,頭前里,1.4,4.2,3.090909091,-0.4026,7,7.6774,7
349,趙珮妤,新北市,蘆洲區,永康里,0.4,0.4,0.5,-0.25,0,2,2
350,蕭云雅,新北市,蘆洲區,保佑里,0.8,2.6,2.053571429,-0.4821,2.5,4.2596,4
351,蔣允中,新北市,蘆洲區,得仁里,2.2,6.8,5.636363636,-0.5053,19,11.1545,11
352,蕭云雅,新北市,蘆洲區,樹德里,0.8,1.2,1,-0.1667,2,5.9988,4
353,蔣允中,新北市,鶯歌區,北鶯里,1.6,4.6,3.140776699,-0.335,8,9.3755,8
354,蕭云雅,新北市,鶯歌區,尖山里,1.2,2.6,1.712121212,-0.197,10.5,8.691,6
355,蕭云雅,新北市,鶯歌區,鳳鳴里,1.8,5.2,4.587628866,-0.5361,26,8.5574,9
356,周義興,新竹市,北區,中山里,0.2,0.2,0.25,-0.25,1,1,1
357,周義興,新竹市,北區,北門里,0.2,0.8,1,-1,1,1,1
358,周義興,新竹市,北區,石坊里,0.6,1.8,1.235294118,-0.3529,3,3.5004,3
359,周義興,新竹市,北區,武陵里,0.2,0.2,0.25,-0.25,1,1,1
360,周義興,新竹市,北區,長和里,0.4,0.6,0.4375,-0.0625,2,7,2
361,周義興,新竹市,北區,康樂里,1.2,2.8,1.72972973,-0.1892,6,9.1423,6
362,周義興,新竹市,北區,湳雅里,0.6,2.2,2.088235294,-0.6765,3,3.0868,3
363,周義興,新竹市,北區,磐石里,1.2,3.4,2.70754717,-0.4434,6.6,6.1063,6
364,周義興,新竹市,東區,下竹里,1.2,2.8,1.711538462,-0.1827,6,9.368,6
365,周義興,新竹市,東區,中正里,1.2,2.4,1.565217391,-0.1522,6,10.284,6
366,周義興,新竹市,東區,光明里,5.2,14.4,10.3762598,-0.3595,26,28.863,26
367,周義興,新竹市,東區,東門里,0.4,1.2,1,-0.5,2,2,2
368,周義興,新竹市,東區,東勢里,1.8,3.8,2.253731343,-0.1194,22.5,18.8755,9
369,周義興,新竹市,東區,東園里,2.2,5.4,4.159292035,-0.3628,49,11.4644,11
370,周義興,新竹市,東區,金山里,2.8,8,5.647457627,-0.3559,25.75,15.8681,14
371,周義興,新竹市,東區,新莊里,1.2,4,3.2,-0.5,6,6.4,6
372,周義興,新竹市,東區,龍山里,1.6,3.8,2.225609756,-0.1646,8,13.5213,8
373,周義興,新竹市,東區,關東里,1.8,4.6,2.961165049,-0.2524,39,11.732,9
374,周義興,新竹市,東區,關新里,0.2,0.8,1,-1,1,1,1
375,蘇心俞,新竹縣,竹北市,大義里,3,7.2,4.393939394,-0.1936,15,22.696,15
376,蘇心俞,新竹縣,竹北市,中興里,0.6,1.2,1,-0.3333,3,3.0003,3
377,蘇心俞,新竹縣,竹北市,尚義里,3,7.6,4.985074627,-0.2612,15,19.0853,15
378,蘇心俞,新竹縣,竹北市,東興里,0.6,2.2,2.088235294,-0.6765,3,3.0868,3
379,蘇心俞,新竹縣,竹北市,新國里,0.8,2,1.2,-0.2,4,6,4
380,蘇心俞,新竹縣,竹北市,聯興里,3.4,9,6.173972603,-0.3082,17,20.0324,17
381,蘇心俞,新竹縣,竹東鎮,仁愛里,0.4,0.6,0.5,-0.1667,2,2.9994,2
382,蘇心俞,新竹縣,竹東鎮,竹東里,0.2,0.2,0.25,-0.25,1,1,1
383,蘇心俞,新竹縣,竹東鎮,柯湖里,4.2,9.8,6.151029748,-0.1991,21,30.8942,21
384,蘇心俞,新竹縣,竹東鎮,商華里,0.8,2,1.55,-0.375,4,4.1333,4
385,蘇心俞,新竹縣,竹東鎮,陸豐里,1.6,4.6,4.561643836,-0.6438,8,7.0855,8
386,蘇心俞,新竹縣,湖口鄉,和興村,6.666666667,20.83333333,10.2611407,-0.1725,40,59.4849,40
387,蘇心俞,新竹縣,湖口鄉,波羅村,3,6,3.774193548,-0.129,15,29.2573,15
388,蘇心俞,新竹縣,湖口鄉,長安村,3,6.4,3.608365019,-0.0951,15,37.9428,15
389,蘇心俞,新竹縣,湖口鄉,長嶺村,5.2,12,8.181132075,-0.2484,26,32.9353,26
390,蘇心俞,新竹縣,新埔鎮,五埔里,2.6,6.4,4.191709845,-0.2487,13,16.8545,13
391,蘇心俞,新竹縣,新埔鎮,巨埔里,1.4,3.4,2.103448276,-0.2069,7,10.1665,7
392,蘇心俞,新竹縣,新埔鎮,照門里,3.2,8,5.082352941,-0.2353,16,21.5995,16
393,蘇心俞,新竹縣,橫山鄉,新興村,4.8,12,7.420253165,-0.2184,24,33.9755,24
394,蘇心俞,新竹縣,橫山鄉,豐田村,5,12,7.378698225,-0.1982,25,37.2285,25
395,蘇心俞,新竹縣,關西鎮,玉山里,2.6,6.6,4.116935484,-0.2298,13,17.9153,13
396,蘇心俞,新竹縣,關西鎮,東平里,2.2,6.4,4.987730061,-0.4356,11,11.4503,11
397,蘇心俞,新竹縣,關西鎮,南和里,3,6.4,3.608365019,-0.0951,15,37.9428,15
398,王媛鈺,嘉義市,西區,車店里,1.2,3,2.1375,-0.3125,6,6.84,6
399,王媛鈺,嘉義市,西區,保生里,0.6,1.2,1,-0.3333,3,3.0003,3
400,王媛鈺,嘉義市,西區,致遠里,0.6,1.8,1.5,-0.5,3,3,3
401,王媛鈺,嘉義市,西區,香湖里,0.6,2,1.933333333,-0.6667,3,2.8999,3
402,王媛鈺,嘉義市,西區,福安里,1,3.2,2.361702128,-0.4255,5,5.5504,5
403,王媛鈺,嘉義市,西區,劉厝里,0.8,2,1.2,-0.2,4,6,4
404,王媛鈺,嘉義市,東區,文雅里,2.2,5.4,3.559440559,-0.2517,10.2,14.1416,11
405,王媛鈺,嘉義市,東區,北門里,1.4,2.8,1.936170213,-0.1915,7,10.1105,7
406,王媛鈺,嘉義市,東區,安業里,3.6,12.2,10.90409683,-0.5987,18,18.213,18
407,王媛鈺,嘉義市,東區,東興里,3.4,10.8,8.131528046,-0.4381,17,18.5609,17
408,王媛鈺,嘉義市,東區,頂庄里,6,17,12.72336066,-0.3955,37.0435,32.1703,30
409,王媛鈺,嘉義市,東區,興仁里,7.166666667,22.83333333,11.50941489,-0.1902,43,60.5122,43
410,王媛鈺,嘉義市,東區,豐年里,1.4,4.4,3.194174757,-0.4078,7,7.8327,7
411,蔡璧如,嘉義縣,大林鎮,三村里,0.8,1.8,1.166666667,-0.2037,4,5.7274,4
412,蔡璧如,嘉義縣,大林鎮,三角里,6.2,15,9.4,-0.2133,35.6087,44.0694,31
413,蔡璧如,嘉義縣,大林鎮,三和里,1.2,3.2,2.051948052,-0.2662,6,7.7083,6
414,蔡璧如,嘉義縣,大林鎮,內林里,4.6,10.6,6.068471338,-0.1385,37.25,43.8157,23
415,蔡璧如,嘉義縣,太保市,東勢里,3.6,9.6,6.753445636,-0.3285,50.5,20.5584,18
416,蔡璧如,嘉義縣,太保市,後庄里,2.8,6.4,4.311926606,-0.2362,69,18.2554,14
417,蔡璧如,嘉義縣,太保市,春珠里,5.2,11.8,7.067196532,-0.1582,26,44.6725,26
418,蔡璧如,嘉義縣,水上鄉,三鎮村,3,8.2,7.404958678,-0.5372,15,13.7844,15
419,蔡璧如,嘉義縣,水上鄉,內溪村,3.6,11.2,8.340036563,-0.4232,18,19.7071,18
420,蔡璧如,嘉義縣,水上鄉,柳鄉村,2.2,7,6.6,-0.6286,11,10.4995,11
421,蔡璧如,嘉義縣,水上鄉,塗溝村,3,8.166666667,4.144711226,-0.1402,27.75,29.5628,18
422,蔡璧如,嘉義縣,布袋鎮,永安里,20.66666667,65.5,36.29212607,-0.2386,124,152.1045,124
423,蔡璧如,嘉義縣,布袋鎮,江山里,8.8,22.8,15.76425856,-0.3054,44,51.6184,44
424,蔡璧如,嘉義縣,布袋鎮,西安里,7.8,20.8,13.18287133,-0.2588,39,50.9385,39
425,蔡璧如,嘉義縣,布袋鎮,振寮里,13.6,35,25.07884085,-0.328,68,76.4599,68
426,蔡璧如,嘉義縣,東石鄉,洲仔村,8.2,17.8,10.0523094,-0.1041,41,96.564,41
427,蔡璧如,嘉義縣,東石鄉,港墘村,5.8,15.6,12.25545171,-0.4138,29,29.6168,29
428,蔡璧如,嘉義縣,東石鄉,塭港村,3.2,10.8,11.70822281,-0.7878,33,14.8619,16
429,蔡璧如,嘉義縣,東石鄉,鰲鼓村,23,67.5,35.37790043,-0.1834,138,192.9002,138
430,蔡璧如,嘉義縣,番路鄉,大湖村,6,13.8,8.409645233,-0.1746,38.6875,48.1652,30
431,蔡璧如,嘉義縣,番路鄉,觸口村,10.33333333,31.5,18.0550958,-0.2451,62,73.6642,62
432,蔡璧如,嘉義縣,新港鄉,大潭村,3,7.2,4.494584838,-0.2076,15,21.6502,15
433,蔡璧如,嘉義縣,新港鄉,中洋村,5.4,15.2,10.59129612,-0.3415,63.3333,31.014,27
434,蔡璧如,嘉義縣,新港鄉,宮前村,5.2,13.4,8.687357631,-0.2603,26,33.3744,26
435,蔡璧如,嘉義縣,新港鄉,潭大村,4.4,10.8,6.518987342,-0.1962,24,33.2262,22
436,韓昕頻,彰化縣,永靖鄉,永北村,2.4,6.4,4.197044335,-0.2808,33,14.9467,12
437,周義興,彰化縣,永靖鄉,永南村,2,4.2,2.383211679,-0.0912,44,26.1317,10
438,曾筱媛,彰化縣,永靖鄉,永興村,2.4,5,3.195454545,-0.1591,12,20.0846,12
439,曾筱媛,彰化縣,田中鎮,大崙里,3.4,9,6.4,-0.3333,17,19.2019,17
440,曾筱媛,彰化縣,田中鎮,北路里,2.6,7.2,4.653429603,-0.2852,38,16.3164,13
441,李艾霓,彰化縣,田中鎮,龍潭里,0.6,1.4,1.125,-0.375,3,3,3
442,曾筱媛,彰化縣,和美鎮,中圍里,3,8,5.222222222,-0.2778,44.5,18.7985,15
443,曾筱媛,彰化縣,和美鎮,好修里,1.6,3.8,2.422680412,-0.2165,8,11.1902,8
444,林育瑩,彰化縣,和美鎮,雅溝里,1.8,5.4,3.97265625,-0.4023,11,9.8749,9
445,曾筱媛,彰化縣,和美鎮,塗厝里,1,2.8,1.945945946,-0.3378,5,5.7606,5
446,李艾霓,彰化縣,和美鎮,頭前里,2.6,5.4,2.873417722,-0.0506,73,56.7869,13
447,曾筱媛,彰化縣,社頭鄉,協和村,2.2,6.2,4.205882353,-0.3235,46,13.0012,11
448,周義興,彰化縣,社頭鄉,橋頭村,1.4,3.4,2.375,-0.2868,10,8.281,7
449,曾筱媛,彰化縣,社頭鄉,舊社村,3.2,8,5.041269841,-0.2302,16,21.8995,16
450,曾筱媛,彰化縣,芬園鄉,楓坑村,9.2,22.8,17.47490347,-0.3629,46,48.1535,46
451,韓昕頻,彰化縣,芬園鄉,溪頭村,0.4,1.4,1.1875,-0.5625,2,2.1111,2
452,周義興,彰化縣,芬園鄉,舊社村,3.8,10,6.372815534,-0.2573,19,24.768,19
453,曾筱媛,彰化縣,花壇鄉,文德村,2,4.8,2.885245902,-0.1844,18,15.6467,10
454,曾筱媛,彰化縣,花壇鄉,永春村,3.8,8,4.406060606,-0.0758,19,58.1274,19
455,李艾霓,彰化縣,花壇鄉,崙雅村,3,7.8,5.180124224,-0.2795,22.6,18.5335,15
456,曾筱媛,彰化縣,溪州鄉,三條村,1.6,3.8,2.225609756,-0.1646,31,13.5213,8
457,韓昕頻,彰化縣,溪州鄉,水尾村,4,11.6,8.43833581,-0.3826,20,22.0552,20
458,林育瑩,彰化縣,溪州鄉,柑園村,0.4,1.4,1.1875,-0.5625,2,2.1111,2
459,曾筱媛,彰化縣,溪州鄉,張厝村,1.6,3.6,2.367647059,-0.2132,8,11.1053,8
460,曾筱媛,彰化縣,彰化市,大同里,0.6,2,1.6,-0.5,3,3.2,3
461,曾筱媛,彰化縣,彰化市,中正里,0.8,1.4,0.916666667,-0.0833,4,11.0044,4
462,李艾霓,彰化縣,彰化市,中庄里,5,12.4,9.442675159,-0.3583,25,26.3541,25
463,林育瑩,彰化縣,彰化市,台鳳里,6.6,18.8,15.0119131,-0.4474,73.5,33.5537,33
464,曾筱媛,彰化縣,彰化市,向陽里,2.6,4.8,2.818181818,-0.0455,13,61.9381,13
465,曾筱媛,彰化縣,彰化市,南瑤里,1.8,6.6,7.945652174,-0.9312,9,8.5327,9
466,曾筱媛,彰化縣,彰化市,桃源里,2.4,5.6,4.111111111,-0.3056,40,13.4526,12
467,曾筱媛,彰化縣,彰化市,華北里,1.8,4.8,3.461538462,-0.3462,9,9.9987,9
468,曾筱媛,彰化縣,彰化市,彰安里,0.8,1.6,1.043478261,-0.1522,4,6.856,4
469,曾筱媛,彰化縣,彰化市,福安里,0.4,0.8,0.666666667,-0.3333,2.0002,2.0002,2
470,曾筱媛,彰化縣,彰化市,興北里,0.2,0.2,0.25,-0.25,1,1,1
471,韓昕頻,彰化縣,福興鄉,三汴村,1,2.4,1.827586207,-0.3448,5,5.3004,5
472,周義興,彰化縣,福興鄉,大崙村,3.4,9,6.4,-0.3333,17,19.2019,17
473,曾筱媛,彰化縣,福興鄉,頂粘村,5.4,13.4,8.805038335,-0.2541,27,34.6519,27
474,曾筱媛,彰化縣,福興鄉,橋頭村,5,12.2,7.314565483,-0.1897,25,38.5586,25
475,李艾霓,彰化縣,線西鄉,下犁村,1.4,3.6,2.622641509,-0.3396,7,7.7227,7
476,林育瑩,彰化縣,線西鄉,頂庄村,1.4,2.8,1.567164179,-0.0597,7,26.2507,7
477,吳佩菁,臺中市,大肚區,大東里,2.2,6.8,5.116751269,-0.4289,11,11.9299,11
478,吳佩菁,臺中市,大肚區,王田里,6.6,16.6,10.28501401,-0.222,86.1429,46.3289,33
479,曹舒瑜,臺中市,大肚區,永和里,1.2,2.6,1.583333333,-0.1474,6,10.7417,6
480,曹舒瑜,臺中市,大肚區,永順里,0.4,0.8,0.571428571,-0.2143,2,2.6665,2
481,吳佩菁,臺中市,大里區,日新里,1.8,5.2,3.489051095,-0.3248,18.5,10.7422,9
482,吳佩菁,臺中市,大里區,健民里,13.8,36.2,23.14555933,-0.2582,69,89.642,69
483,曹舒瑜,臺中市,大里區,國光里,1.6,3.4,1.946601942,-0.1019,8,19.1031,8
484,吳佩菁,臺中市,北屯區,三光里,2,6.2,4.863057325,-0.4618,9,10.5307,10
485,吳佩菁,臺中市,北屯區,三和里,0.6,2.2,2.088235294,-0.6765,3,3.0868,3
486,曹舒瑜,臺中市,北區,立人里,1,3.2,2.361702128,-0.4255,5,5.5504,5
487,吳佩菁,臺中市,北區,新北里,0.8,1.8,1.625,-0.4583,8,3.5457,4
488,吳佩菁,臺中市,北區,樂英里,1.6,3.2,1.684210526,-0.0263,8,64.0384,8
489,曹舒瑜,臺中市,北區,錦平里,1.4,4.8,4.103448276,-0.5632,7,7.286,7
490,曹舒瑜,臺中市,北區,錦村里,0.4,1.6,2,-1,2,2,2
491,吳佩菁,臺中市,后里區,后里里,0.8,2.2,1.453125,-0.2969,4.6,4.8943,4
492,吳佩菁,臺中市,后里區,義里里,0,0,0,NA,0,0,0
493,曹舒瑜,臺中市,后里區,墩南里,1,4,5,-1,5,5,5
494,曹舒瑜,臺中市,后里區,聯合里,0.2,0.8,1,-1,1,1,1
495,曹舒瑜,臺中市,西屯區,大石里,0.4,1,0.9,-0.5,3,1.8,2
496,曹舒瑜,臺中市,西屯區,永安里,4.6,9.8,5.302306425,-0.0717,29.9231,73.9513,23
497,曹舒瑜,臺中市,西屯區,西安里,0.6,1.4,1.125,-0.375,3,3,3
498,曹舒瑜,臺中市,西屯區,福和里,1.4,3.2,2.130434783,-0.2283,7,9.3317,7
499,吳佩菁,臺中市,西屯區,福恩里,0.6,1.4,0.923076923,-0.2308,3,3.9995,3
500,吳佩菁,臺中市,西屯區,福瑞里,3.8,9.2,6.880733945,-0.3349,23.3636,20.5456,19
501,吳佩菁,臺中市,西區,三民里,0.6,0.6,0.75,-0.25,1.2,3,3
502,吳佩菁,臺中市,西區,公民里,0.6,1.2,1,-0.3333,3,3.0003,3
503,曹舒瑜,臺中市,西區,公德里,0.8,2,1.8,-0.5,4,3.6,4
504,吳佩菁,臺中市,東區,富台里,1.2,3.6,2.470588235,-0.3529,6,7.0008,6
505,吳佩菁,臺中市,東區,樂成里,0.8,2,1.3,-0.25,4,5.2,4
506,曹舒瑜,臺中市,東勢區,下新里,0.8,2.6,2.053571429,-0.4821,6,4.2596,4
507,曹舒瑜,臺中市,東勢區,明正里,5.8,12.6,7.921185372,-0.1683,34.6667,47.0659,29
508,吳佩菁,臺中市,東勢區,泰昌里,3.2,7.6,4.519582245,-0.1736,17.9091,26.0345,16
509,曹舒瑜,臺中市,東勢區,泰興里,1.8,5.4,3.97265625,-0.4023,11.75,9.8749,9
510,吳佩菁,臺中市,東勢區,詒福里,2,4,2.482758621,-0.1207,10.5385,20.5697,10
511,吳佩菁,臺中市,東勢區,廣興里,3.4,9.6,6.866004963,-0.361,19.3333,19.0194,17
512,曹舒瑜,臺中市,南區,長榮里,0.8,2.2,1.75,-0.4318,4,4.0528,4
513,曹舒瑜,臺中市,南區,福興里,1.2,2.8,1.72972973,-0.1892,6,9.1423,6
514,曹舒瑜,臺中市,神岡區,三角里,0.8,2.6,2.891304348,-0.8043,4,3.5948,4
515,吳佩菁,臺中市,神岡區,北庄里,2.2,5,2.788235294,-0.1176,25,23.7095,11
516,吳佩菁,臺中市,神岡區,社南里,1,2.4,1.545454545,-0.2273,13,6.7992,5
517,吳佩菁,臺中市,神岡區,神岡里,1.2,3.4,2.284482759,-0.319,17,7.1614,6
518,吳佩菁,臺中市,梧棲區,下寮里,2.4,5.8,3.878712871,-0.255,13.1111,15.2106,12
519,曹舒瑜,臺中市,梧棲區,大村里,3.2,8,5.041269841,-0.2302,16,21.8995,16
520,吳佩菁,臺中市,梧棲區,文化里,0.8,2.6,2.053571429,-0.4821,3.3333,4.2596,4
521,劉柏均,臺北市,士林區,公館里,4.2,10.6,6.570578231,-0.2236,21,29.3854,21
522,劉柏均,臺北市,士林區,天壽里,0.2,0.8,1,-1,1,1,1
523,劉柏均,臺北市,士林區,忠誠里,0,0,0,NA,0,0,0
524,劉柏均,臺北市,士林區,社園里,2.2,6,4.109090909,-0.3182,52,12.9135,11
525,王媛鈺,臺北市,士林區,葫東里,1,2.2,1.297297297,-0.1351,5,9.6025,5
526,王媛鈺,臺北市,大同區,民權里,0,0,0,NA,0,0,0
527,劉柏均,臺北市,大同區,玉泉里,1.6,3.8,2.520618557,-0.2423,8.8,10.4029,8
528,劉柏均,臺北市,大同區,建功里,0,0,0,NA,0,0,0
529,劉柏均,臺北市,大同區,景星里,0.2,0.8,1,-1,0,1,1
530,王媛鈺,臺北市,大安區,正聲里,0,0,0,NA,0,0,0
531,劉柏均,臺北市,大安區,民炤里,1.2,1.6,1.492063492,-0.1825,6,8.1757,6
532,劉柏均,臺北市,大安區,黎元里,3.4,7.6,4.241982507,-0.1108,17,38.285,17
533,王媛鈺,臺北市,中山區,松江里,0,0,0,NA,0,0,0
534,劉柏均,臺北市,中正區,幸市里,0.4,0.8,0.666666667,-0.3333,2.0002,2.0002,2
535,王媛鈺,臺北市,中正區,富水里,1.2,4,3.2,-0.5,6,6.4,6
536,劉柏均,臺北市,內湖區,安泰里,1.6,3.8,2.225609756,-0.1646,8,13.5213,8
537,劉柏均,臺北市,內湖區,明湖里,2,6.2,4.863057325,-0.4618,34,10.5307,10
538,王媛鈺,臺北市,內湖區,瑞陽里,0,0,0,NA,0,0,0
539,劉柏均,臺北市,內湖區,蘆洲里,3.4,9.6,6.483443709,-0.3212,17,20.1851,17
540,劉柏均,臺北市,文山區,萬有里,0,0,0,NA,0,0,0
541,王媛鈺,臺北市,文山區,興旺里,0.2,0.8,1,-1,1,1,1
542,劉柏均,臺北市,北投區,中央里,1.6,4,2.556521739,-0.2391,17,10.6923,8
543,劉柏均,臺北市,北投區,永明里,0.4,1.6,2,-1,2,2,2
